"","x"
"47349",0.5
"47350",0.5
"47351",0.5
"47352",0.5
"47353",0.5
"47354",0.5
"47355",0.5
"47356",0.5
"47357",0.56
"47358",0.54
"47359",0.5
"47360",0.54
"47361",0.72
"47362",0.54
"47363",0.54
"47364",0.54
"47365",0.54
"47366",0.69
"47367",0.78
"47368",0.63
"47369",0.52
"47370",0.5
"47371",0.52
"47372",0.54
"47373",0.54
"47374",0.57
"47375",0.57
"47376",0.57
"47377",0.57
"47378",0.57
"47379",0.54
"47380",0.54
"47381",0.54
"47382",0.54
"47383",0.54
"47384",0.54
"47385",0.54
"47386",0.54
"47387",0.54
"47388",0.54
"47389",0.54
"47390",0.54
"47391",0.54
"47392",0.54
"47393",0.54
"47394",0.57
"47395",0.52
"47396",0.57
"47397",0.54
"47398",0.55
"47399",0.7
"47400",0.55
"47401",0.53
"47402",0.5
"47403",0.7
"47404",0.56
"47405",0.5
"47406",0.51
"47407",0.54
"47408",0.52
"47409",0.5
"47410",0.62
"47411",0.57
"47412",0.57
"47413",0.57
"47414",0.57
"47415",0.57
"47416",0.57
"47417",0.57
"47418",0.57
"47419",0.57
"47420",0.57
"47421",0.57
"47422",0.57
"47423",0.7
"47424",0.7
"47425",0.51
"47426",0.51
"47427",0.53
"47428",0.53
"47429",0.54
"47430",0.51
"47431",0.51
"47432",0.55
"47433",0.65
"47434",0.57
"47435",0.72
"47436",0.71
"47437",0.55
"47438",0.5
"47439",0.7
"47440",0.56
"47441",0.53
"47442",0.7
"47443",0.7
"47444",0.55
"47445",0.55
"47446",0.59
"47447",0.53
"47448",0.53
"47449",0.53
"47450",0.53
"47451",0.53
"47452",0.53
"47453",0.53
"47454",0.53
"47455",0.53
"47456",0.53
"47457",0.53
"47458",0.53
"47459",0.53
"47460",0.53
"47461",0.53
"47462",0.53
"47463",0.55
"47464",0.5
"47465",0.52
"47466",0.5
"47467",0.5
"47468",0.75
"47469",0.72
"47470",0.51
"47471",0.76
"47472",0.75
"47473",0.64
"47474",0.48
"47475",0.52
"47476",0.7
"47477",0.61
"47478",0.71
"47479",0.6
"47480",0.6
"47481",0.59
"47482",0.65
"47483",0.58
"47484",0.6
"47485",0.69
"47486",0.83
"47487",0.57
"47488",0.72
"47489",0.72
"47490",0.72
"47491",0.56
"47492",0.49
"47493",0.53
"47494",0.5
"47495",0.5
"47496",0.5
"47497",0.55
"47498",0.57
"47499",0.47
"47500",0.47
"47501",0.7
"47502",0.7
"47503",0.7
"47504",0.58
"47505",0.74
"47506",0.56
"47507",0.74
"47508",0.74
"47509",0.72
"47510",0.72
"47511",0.59
"47512",0.54
"47513",0.6
"47514",0.67
"47515",0.55
"47516",0.5
"47517",0.53
"47518",0.7
"47519",0.7
"47520",0.38
"47521",0.61
"47522",0.54
"47523",0.44
"47524",0.57
"47525",0.54
"47526",0.52
"47527",0.52
"47528",0.52
"47529",0.71
"47530",0.58
"47531",0.57
"47532",0.75
"47533",0.59
"47534",0.51
"47535",0.62
"47536",0.51
"47537",0.57
"47538",0.63
"47539",0.55
"47540",0.55
"47541",0.58
"47542",0.51
"47543",0.52
"47544",0.47
"47545",0.52
"47546",0.52
"47547",0.52
"47548",0.52
"47549",0.52
"47550",0.52
"47551",0.64
"47552",0.51
"47553",0.51
"47554",0.51
"47555",0.53
"47556",0.7
"47557",0.7
"47558",0.7
"47559",0.7
"47560",0.52
"47561",0.71
"47562",0.51
"47563",0.51
"47564",0.51
"47565",0.51
"47566",0.51
"47567",0.51
"47568",0.51
"47569",0.51
"47570",0.51
"47571",0.51
"47572",0.51
"47573",0.51
"47574",0.51
"47575",0.51
"47576",0.51
"47577",0.6
"47578",0.54
"47579",0.51
"47580",0.6
"47581",0.59
"47582",0.7
"47583",0.72
"47584",0.7
"47585",0.57
"47586",0.58
"47587",0.58
"47588",0.51
"47589",0.51
"47590",0.61
"47591",0.61
"47592",0.51
"47593",0.51
"47594",0.73
"47595",0.53
"47596",0.53
"47597",0.79
"47598",0.59
"47599",0.62
"47600",0.52
"47601",0.52
"47602",0.7
"47603",0.52
"47604",0.55
"47605",0.51
"47606",0.51
"47607",0.72
"47608",0.58
"47609",0.53
"47610",0.64
"47611",0.64
"47612",0.53
"47613",0.53
"47614",0.55
"47615",0.55
"47616",0.71
"47617",0.55
"47618",0.55
"47619",0.52
"47620",0.55
"47621",0.55
"47622",0.55
"47623",0.55
"47624",0.55
"47625",0.55
"47626",0.65
"47627",0.75
"47628",0.51
"47629",0.51
"47630",0.51
"47631",0.67
"47632",0.56
"47633",0.51
"47634",0.51
"47635",0.51
"47636",0.51
"47637",0.51
"47638",0.51
"47639",0.51
"47640",0.51
"47641",0.23
"47642",0.23
"47643",0.23
"47644",0.23
"47645",0.23
"47646",0.23
"47647",0.23
"47648",0.23
"47649",0.23
"47650",0.23
"47651",0.23
"47652",0.23
"47653",0.23
"47654",0.23
"47655",0.31
"47656",0.34
"47657",0.34
"47658",0.32
"47659",0.23
"47660",0.23
"47661",0.23
"47662",0.23
"47663",0.23
"47664",0.23
"47665",0.23
"47666",0.34
"47667",0.34
"47668",0.37
"47669",0.31
"47670",0.23
"47671",0.51
"47672",0.51
"47673",0.51
"47674",0.51
"47675",0.51
"47676",0.51
"47677",0.51
"47678",0.51
"47679",0.51
"47680",0.51
"47681",0.51
"47682",0.51
"47683",0.56
"47684",0.51
"47685",0.56
"47686",0.51
"47687",0.56
"47688",0.56
"47689",0.54
"47690",0.59
"47691",0.57
"47692",0.7
"47693",0.47
"47694",0.5
"47695",0.5
"47696",0.5
"47697",0.52
"47698",0.71
"47699",0.59
"47700",0.59
"47701",0.71
"47702",0.61
"47703",0.58
"47704",0.58
"47705",0.58
"47706",0.58
"47707",0.58
"47708",0.58
"47709",0.58
"47710",0.57
"47711",0.57
"47712",0.51
"47713",0.5
"47714",0.54
"47715",0.63
"47716",0.51
"47717",0.66
"47718",0.72
"47719",0.52
"47720",0.59
"47721",0.5
"47722",0.52
"47723",0.52
"47724",0.56
"47725",0.54
"47726",0.56
"47727",0.7
"47728",0.54
"47729",0.58
"47730",0.71
"47731",0.7
"47732",0.7
"47733",0.7
"47734",0.7
"47735",0.55
"47736",0.6
"47737",0.56
"47738",0.55
"47739",0.7
"47740",0.7
"47741",0.5
"47742",0.7
"47743",0.5
"47744",0.59
"47745",0.54
"47746",0.54
"47747",0.54
"47748",0.54
"47749",0.54
"47750",0.54
"47751",0.54
"47752",0.54
"47753",0.54
"47754",0.54
"47755",0.54
"47756",0.54
"47757",0.5
"47758",0.73
"47759",0.5
"47760",0.53
"47761",0.52
"47762",0.51
"47763",0.5
"47764",0.52
"47765",0.58
"47766",0.5
"47767",0.62
"47768",0.55
"47769",0.55
"47770",0.7
"47771",0.7
"47772",0.53
"47773",0.51
"47774",0.51
"47775",0.51
"47776",0.7
"47777",0.7
"47778",0.6
"47779",0.6
"47780",0.6
"47781",0.55
"47782",0.76
"47783",0.7
"47784",0.52
"47785",0.52
"47786",0.6
"47787",0.5
"47788",0.67
"47789",0.52
"47790",0.46
"47791",0.71
"47792",0.58
"47793",0.7
"47794",0.7
"47795",0.71
"47796",0.58
"47797",0.58
"47798",0.57
"47799",0.58
"47800",0.51
"47801",0.71
"47802",0.55
"47803",0.99
"47804",0.66
"47805",0.72
"47806",0.64
"47807",0.57
"47808",0.57
"47809",0.71
"47810",0.71
"47811",0.71
"47812",0.51
"47813",0.71
"47814",0.55
"47815",0.73
"47816",0.57
"47817",0.71
"47818",0.58
"47819",0.5
"47820",0.53
"47821",0.7
"47822",0.72
"47823",0.61
"47824",0.61
"47825",0.53
"47826",0.76
"47827",0.55
"47828",0.51
"47829",0.73
"47830",0.63
"47831",0.58
"47832",0.57
"47833",0.52
"47834",0.52
"47835",0.52
"47836",0.51
"47837",0.64
"47838",0.7
"47839",0.53
"47840",0.72
"47841",0.53
"47842",0.4
"47843",0.65
"47844",0.53
"47845",0.53
"47846",0.53
"47847",0.53
"47848",0.53
"47849",0.53
"47850",0.53
"47851",0.77
"47852",0.77
"47853",0.72
"47854",0.5
"47855",0.51
"47856",0.78
"47857",0.68
"47858",0.74
"47859",0.52
"47860",0.67
"47861",0.64
"47862",0.56
"47863",0.67
"47864",0.59
"47865",0.52
"47866",0.52
"47867",0.52
"47868",0.52
"47869",0.52
"47870",0.52
"47871",0.52
"47872",0.52
"47873",0.52
"47874",0.52
"47875",0.52
"47876",0.52
"47877",0.52
"47878",0.52
"47879",0.52
"47880",0.58
"47881",0.58
"47882",0.61
"47883",0.6
"47884",0.56
"47885",0.5
"47886",0.74
"47887",0.59
"47888",0.59
"47889",0.59
"47890",0.52
"47891",0.74
"47892",0.54
"47893",0.54
"47894",0.54
"47895",0.57
"47896",0.48
"47897",0.72
"47898",0.54
"47899",0.54
"47900",0.54
"47901",0.76
"47902",0.53
"47903",0.59
"47904",0.57
"47905",0.52
"47906",0.53
"47907",0.53
"47908",0.67
"47909",0.58
"47910",0.7
"47911",0.57
"47912",0.59
"47913",0.56
"47914",0.7
"47915",0.56
"47916",0.5
"47917",0.56
"47918",0.56
"47919",0.57
"47920",0.7
"47921",0.76
"47922",0.6
"47923",0.56
"47924",0.56
"47925",0.56
"47926",0.56
"47927",0.56
"47928",0.56
"47929",0.56
"47930",0.56
"47931",0.56
"47932",0.56
"47933",0.56
"47934",0.56
"47935",0.56
"47936",0.56
"47937",0.56
"47938",0.56
"47939",0.56
"47940",0.6
"47941",0.38
"47942",0.55
"47943",0.51
"47944",0.59
"47945",0.55
"47946",0.59
"47947",0.71
"47948",0.81
"47949",0.53
"47950",0.31
"47951",0.5
"47952",0.71
"47953",0.71
"47954",0.96
"47955",0.66
"47956",0.7
"47957",0.68
"47958",0.55
"47959",0.57
"47960",0.7
"47961",0.51
"47962",0.51
"47963",0.57
"47964",0.52
"47965",0.52
"47966",0.52
"47967",0.52
"47968",0.52
"47969",0.52
"47970",0.52
"47971",0.28
"47972",0.26
"47973",0.3
"47974",0.3
"47975",0.3
"47976",0.38
"47977",0.29
"47978",0.38
"47979",0.37
"47980",0.32
"47981",0.32
"47982",0.33
"47983",0.26
"47984",0.3
"47985",0.3
"47986",0.24
"47987",0.25
"47988",0.25
"47989",0.32
"47990",0.32
"47991",0.32
"47992",0.32
"47993",0.32
"47994",0.32
"47995",0.32
"47996",0.32
"47997",0.37
"47998",0.37
"47999",0.31
"48000",0.31
"48001",0.52
"48002",0.52
"48003",0.52
"48004",0.52
"48005",0.52
"48006",0.52
"48007",0.52
"48008",0.52
"48009",0.52
"48010",0.52
"48011",0.54
"48012",0.51
"48013",0.53
"48014",0.56
"48015",0.7
"48016",0.5
"48017",0.63
"48018",0.5
"48019",0.63
"48020",0.72
"48021",0.71
"48022",0.7
"48023",0.53
"48024",0.5
"48025",0.7
"48026",0.71
"48027",0.71
"48028",0.57
"48029",0.74
"48030",0.71
"48031",0.75
"48032",0.5
"48033",0.5
"48034",0.5
"48035",0.6
"48036",0.56
"48037",0.56
"48038",0.44
"48039",0.68
"48040",0.79
"48041",0.51
"48042",0.51
"48043",0.51
"48044",0.55
"48045",0.7
"48046",0.51
"48047",0.71
"48048",0.64
"48049",0.48
"48050",0.72
"48051",0.7
"48052",0.54
"48053",0.61
"48054",0.72
"48055",0.62
"48056",0.73
"48057",0.73
"48058",0.55
"48059",0.55
"48060",0.55
"48061",0.55
"48062",0.55
"48063",0.55
"48064",0.53
"48065",0.51
"48066",0.51
"48067",0.7
"48068",0.51
"48069",0.56
"48070",0.56
"48071",0.56
"48072",0.57
"48073",0.72
"48074",0.56
"48075",0.7
"48076",0.71
"48077",0.56
"48078",0.56
"48079",0.6
"48080",0.56
"48081",0.6
"48082",0.55
"48083",0.74
"48084",0.71
"48085",0.53
"48086",0.71
"48087",0.5
"48088",0.63
"48089",0.63
"48090",0.52
"48091",1
"48092",0.98
"48093",0.98
"48094",0.62
"48095",0.51
"48096",0.51
"48097",0.51
"48098",0.57
"48099",0.49
"48100",0.62
"48101",0.7
"48102",0.5
"48103",0.5
"48104",0.5
"48105",0.5
"48106",0.5
"48107",0.5
"48108",0.5
"48109",0.5
"48110",0.5
"48111",0.5
"48112",0.5
"48113",0.5
"48114",0.5
"48115",0.56
"48116",0.52
"48117",0.66
"48118",0.54
"48119",0.5
"48120",0.7
"48121",0.71
"48122",0.56
"48123",0.5
"48124",0.54
"48125",0.54
"48126",0.54
"48127",0.54
"48128",0.63
"48129",0.53
"48130",0.54
"48131",0.9
"48132",0.9
"48133",0.9
"48134",0.9
"48135",0.6
"48136",0.5
"48137",0.7
"48138",0.7
"48139",0.7
"48140",0.55
"48141",0.49
"48142",0.71
"48143",0.6
"48144",0.77
"48145",0.7
"48146",0.7
"48147",0.7
"48148",0.53
"48149",0.55
"48150",0.53
"48151",0.72
"48152",0.56
"48153",0.56
"48154",0.59
"48155",0.59
"48156",0.54
"48157",0.57
"48158",0.72
"48159",0.59
"48160",0.71
"48161",0.5
"48162",0.7
"48163",0.57
"48164",0.57
"48165",0.57
"48166",0.51
"48167",0.62
"48168",0.53
"48169",0.57
"48170",0.79
"48171",0.54
"48172",0.54
"48173",0.54
"48174",0.57
"48175",0.57
"48176",0.72
"48177",0.54
"48178",0.54
"48179",0.54
"48180",0.54
"48181",0.54
"48182",0.54
"48183",0.75
"48184",0.75
"48185",0.6
"48186",0.72
"48187",0.65
"48188",0.91
"48189",0.7
"48190",0.72
"48191",0.53
"48192",0.53
"48193",0.69
"48194",0.53
"48195",0.7
"48196",0.71
"48197",0.52
"48198",0.46
"48199",0.53
"48200",0.59
"48201",0.55
"48202",0.53
"48203",0.53
"48204",0.53
"48205",0.53
"48206",0.7
"48207",0.53
"48208",0.7
"48209",0.58
"48210",0.62
"48211",0.56
"48212",0.57
"48213",0.76
"48214",0.57
"48215",0.57
"48216",0.57
"48217",0.7
"48218",0.56
"48219",0.53
"48220",0.57
"48221",0.57
"48222",0.57
"48223",0.57
"48224",0.57
"48225",0.57
"48226",0.57
"48227",0.57
"48228",0.57
"48229",0.57
"48230",0.57
"48231",0.57
"48232",0.57
"48233",0.58
"48234",0.57
"48235",0.7
"48236",0.56
"48237",0.46
"48238",0.7
"48239",0.53
"48240",0.54
"48241",0.86
"48242",0.5
"48243",0.69
"48244",0.58
"48245",0.56
"48246",0.69
"48247",0.49
"48248",0.73
"48249",0.7
"48250",0.63
"48251",0.71
"48252",0.53
"48253",0.63
"48254",0.51
"48255",0.72
"48256",0.7
"48257",0.58
"48258",0.7
"48259",0.78
"48260",1
"48261",0.54
"48262",0.53
"48263",0.7
"48264",0.46
"48265",0.57
"48266",0.54
"48267",0.53
"48268",0.52
"48269",0.53
"48270",0.53
"48271",0.53
"48272",0.53
"48273",0.53
"48274",0.53
"48275",0.53
"48276",0.53
"48277",0.53
"48278",0.53
"48279",0.53
"48280",0.53
"48281",0.53
"48282",0.53
"48283",0.53
"48284",0.77
"48285",0.53
"48286",0.53
"48287",0.53
"48288",0.73
"48289",0.52
"48290",0.52
"48291",0.53
"48292",0.54
"48293",0.54
"48294",0.54
"48295",0.54
"48296",0.52
"48297",0.53
"48298",0.75
"48299",0.75
"48300",0.51
"48301",0.31
"48302",0.31
"48303",0.31
"48304",0.31
"48305",0.27
"48306",0.32
"48307",0.32
"48308",0.33
"48309",0.39
"48310",0.33
"48311",0.25
"48312",0.25
"48313",0.25
"48314",0.25
"48315",0.25
"48316",0.25
"48317",0.28
"48318",0.34
"48319",0.31
"48320",0.23
"48321",0.23
"48322",0.23
"48323",0.23
"48324",0.23
"48325",0.23
"48326",0.33
"48327",0.24
"48328",0.24
"48329",0.24
"48330",0.34
"48331",0.7
"48332",0.7
"48333",0.62
"48334",0.72
"48335",0.51
"48336",0.63
"48337",0.54
"48338",0.63
"48339",0.5
"48340",0.71
"48341",0.71
"48342",0.51
"48343",0.58
"48344",0.56
"48345",0.57
"48346",0.58
"48347",0.57
"48348",0.7
"48349",0.74
"48350",0.54
"48351",0.51
"48352",0.54
"48353",0.74
"48354",0.56
"48355",0.56
"48356",0.56
"48357",0.56
"48358",0.56
"48359",0.56
"48360",0.56
"48361",0.56
"48362",0.56
"48363",0.56
"48364",0.56
"48365",0.56
"48366",0.56
"48367",0.56
"48368",0.56
"48369",0.56
"48370",0.71
"48371",0.51
"48372",0.74
"48373",0.57
"48374",0.57
"48375",0.68
"48376",0.7
"48377",0.63
"48378",0.88
"48379",0.57
"48380",0.58
"48381",0.75
"48382",0.59
"48383",0.7
"48384",0.7
"48385",0.72
"48386",0.5
"48387",0.5
"48388",0.59
"48389",0.5
"48390",0.5
"48391",0.5
"48392",0.7
"48393",0.72
"48394",0.5
"48395",0.7
"48396",0.7
"48397",0.64
"48398",0.64
"48399",0.52
"48400",0.59
"48401",0.71
"48402",0.83
"48403",0.7
"48404",0.64
"48405",0.72
"48406",0.52
"48407",0.61
"48408",0.61
"48409",0.72
"48410",0.72
"48411",0.51
"48412",0.51
"48413",0.6
"48414",0.76
"48415",0.65
"48416",0.73
"48417",0.61
"48418",0.7
"48419",0.61
"48420",0.51
"48421",0.7
"48422",0.61
"48423",0.51
"48424",0.7
"48425",0.5
"48426",0.51
"48427",0.71
"48428",0.57
"48429",0.7
"48430",0.7
"48431",0.7
"48432",0.7
"48433",0.51
"48434",0.51
"48435",0.51
"48436",0.51
"48437",0.51
"48438",0.51
"48439",0.51
"48440",0.51
"48441",0.51
"48442",0.51
"48443",0.51
"48444",0.51
"48445",0.51
"48446",0.51
"48447",0.51
"48448",0.7
"48449",0.7
"48450",0.55
"48451",0.55
"48452",0.55
"48453",0.55
"48454",0.55
"48455",0.55
"48456",0.58
"48457",0.58
"48458",0.73
"48459",0.51
"48460",0.57
"48461",0.5
"48462",0.56
"48463",0.61
"48464",0.61
"48465",0.58
"48466",0.7
"48467",0.71
"48468",0.51
"48469",0.5
"48470",0.74
"48471",0.66
"48472",0.52
"48473",0.59
"48474",0.56
"48475",0.66
"48476",0.7
"48477",0.58
"48478",0.71
"48479",0.7
"48480",0.56
"48481",0.58
"48482",0.58
"48483",0.51
"48484",0.55
"48485",0.55
"48486",0.55
"48487",0.55
"48488",0.5
"48489",0.5
"48490",0.75
"48491",0.67
"48492",0.55
"48493",0.54
"48494",0.66
"48495",0.52
"48496",0.57
"48497",0.56
"48498",0.54
"48499",0.7
"48500",0.7
"48501",0.71
"48502",0.57
"48503",0.54
"48504",0.57
"48505",0.59
"48506",0.74
"48507",0.7
"48508",0.7
"48509",0.54
"48510",0.61
"48511",0.58
"48512",0.54
"48513",0.6
"48514",0.58
"48515",0.58
"48516",0.58
"48517",0.58
"48518",0.58
"48519",0.58
"48520",0.76
"48521",0.54
"48522",0.54
"48523",0.54
"48524",0.54
"48525",0.54
"48526",0.54
"48527",0.51
"48528",0.74
"48529",0.59
"48530",0.55
"48531",0.71
"48532",0.73
"48533",0.51
"48534",0.71
"48535",0.54
"48536",0.46
"48537",0.46
"48538",0.7
"48539",0.5
"48540",0.5
"48541",0.72
"48542",0.5
"48543",0.72
"48544",0.54
"48545",0.52
"48546",0.7
"48547",0.61
"48548",0.72
"48549",0.74
"48550",0.65
"48551",0.54
"48552",0.51
"48553",0.55
"48554",0.7
"48555",0.58
"48556",0.67
"48557",0.53
"48558",0.7
"48559",0.63
"48560",0.71
"48561",0.64
"48562",0.56
"48563",0.55
"48564",0.52
"48565",0.64
"48566",0.5
"48567",0.72
"48568",0.59
"48569",0.38
"48570",0.63
"48571",0.46
"48572",0.71
"48573",0.59
"48574",0.71
"48575",0.53
"48576",0.56
"48577",0.54
"48578",0.54
"48579",0.54
"48580",0.54
"48581",0.54
"48582",0.54
"48583",0.54
"48584",0.54
"48585",0.54
"48586",0.54
"48587",0.54
"48588",0.54
"48589",0.54
"48590",0.54
"48591",0.59
"48592",0.71
"48593",0.52
"48594",0.7
"48595",0.7
"48596",0.7
"48597",0.7
"48598",0.7
"48599",0.7
"48600",0.55
"48601",0.6
"48602",0.6
"48603",0.72
"48604",0.63
"48605",0.77
"48606",0.7
"48607",1
"48608",0.57
"48609",0.57
"48610",0.7
"48611",0.7
"48612",0.51
"48613",0.51
"48614",0.51
"48615",0.79
"48616",0.75
"48617",0.54
"48618",0.7
"48619",0.7
"48620",0.7
"48621",0.7
"48622",0.7
"48623",0.56
"48624",0.59
"48625",0.7
"48626",0.7
"48627",0.7
"48628",0.58
"48629",0.77
"48630",0.77
"48631",0.3
"48632",0.34
"48633",0.34
"48634",0.3
"48635",0.3
"48636",0.37
"48637",0.37
"48638",0.34
"48639",0.31
"48640",0.31
"48641",0.31
"48642",0.31
"48643",0.31
"48644",0.31
"48645",0.27
"48646",0.31
"48647",0.23
"48648",0.34
"48649",0.34
"48650",0.34
"48651",0.34
"48652",0.36
"48653",0.36
"48654",0.36
"48655",0.34
"48656",0.34
"48657",0.34
"48658",0.34
"48659",0.34
"48660",0.34
"48661",0.72
"48662",0.73
"48663",0.55
"48664",0.55
"48665",0.53
"48666",0.75
"48667",0.71
"48668",0.57
"48669",0.61
"48670",0.71
"48671",0.74
"48672",0.5
"48673",0.5
"48674",0.74
"48675",0.71
"48676",0.54
"48677",0.56
"48678",0.54
"48679",0.51
"48680",0.51
"48681",0.51
"48682",0.53
"48683",0.53
"48684",0.53
"48685",0.7
"48686",0.77
"48687",0.77
"48688",0.77
"48689",0.71
"48690",0.72
"48691",0.71
"48692",0.58
"48693",0.76
"48694",0.67
"48695",0.71
"48696",0.54
"48697",0.57
"48698",0.71
"48699",0.5
"48700",0.65
"48701",0.54
"48702",0.62
"48703",0.56
"48704",0.56
"48705",0.6
"48706",0.7
"48707",0.56
"48708",0.7
"48709",0.7
"48710",0.56
"48711",0.7
"48712",0.56
"48713",0.7
"48714",0.67
"48715",0.52
"48716",0.77
"48717",0.77
"48718",0.7
"48719",0.56
"48720",0.63
"48721",0.52
"48722",0.52
"48723",0.52
"48724",0.52
"48725",0.52
"48726",0.52
"48727",0.52
"48728",0.52
"48729",0.52
"48730",0.52
"48731",0.52
"48732",0.52
"48733",0.52
"48734",0.52
"48735",0.52
"48736",0.78
"48737",0.78
"48738",0.5
"48739",0.63
"48740",0.56
"48741",0.72
"48742",0.53
"48743",0.57
"48744",0.76
"48745",0.71
"48746",0.7
"48747",0.56
"48748",0.8
"48749",0.54
"48750",0.55
"48751",0.56
"48752",0.56
"48753",0.5
"48754",0.76
"48755",0.7
"48756",0.7
"48757",0.56
"48758",0.56
"48759",0.56
"48760",0.5
"48761",0.5
"48762",0.56
"48763",0.6
"48764",0.66
"48765",1.01
"48766",0.7
"48767",0.5
"48768",0.55
"48769",0.59
"48770",0.6
"48771",0.53
"48772",0.57
"48773",0.72
"48774",0.7
"48775",0.7
"48776",0.7
"48777",0.55
"48778",0.51
"48779",0.7
"48780",0.7
"48781",0.51
"48782",0.58
"48783",0.52
"48784",0.59
"48785",0.7
"48786",0.53
"48787",0.53
"48788",0.62
"48789",0.55
"48790",0.55
"48791",0.55
"48792",0.72
"48793",0.8
"48794",0.83
"48795",0.78
"48796",0.73
"48797",0.7
"48798",0.71
"48799",0.71
"48800",0.59
"48801",0.7
"48802",0.61
"48803",0.55
"48804",0.51
"48805",0.5
"48806",0.5
"48807",0.75
"48808",0.5
"48809",0.56
"48810",0.72
"48811",0.76
"48812",0.76
"48813",0.55
"48814",0.7
"48815",0.56
"48816",0.56
"48817",0.51
"48818",0.51
"48819",0.51
"48820",0.51
"48821",0.72
"48822",0.7
"48823",0.55
"48824",0.7
"48825",0.71
"48826",0.7
"48827",0.71
"48828",0.71
"48829",0.71
"48830",0.52
"48831",0.7
"48832",0.61
"48833",0.53
"48834",0.72
"48835",0.54
"48836",0.57
"48837",0.55
"48838",0.55
"48839",0.55
"48840",0.55
"48841",0.55
"48842",0.55
"48843",0.55
"48844",0.55
"48845",0.73
"48846",0.53
"48847",0.71
"48848",0.81
"48849",0.63
"48850",0.73
"48851",0.56
"48852",0.56
"48853",0.7
"48854",0.82
"48855",0.82
"48856",0.5
"48857",0.5
"48858",0.5
"48859",0.7
"48860",0.59
"48861",0.7
"48862",0.7
"48863",0.7
"48864",0.7
"48865",0.7
"48866",0.71
"48867",0.5
"48868",0.52
"48869",0.78
"48870",0.78
"48871",0.7
"48872",0.51
"48873",1
"48874",0.61
"48875",0.71
"48876",0.71
"48877",0.58
"48878",0.76
"48879",1.01
"48880",0.56
"48881",0.7
"48882",0.6
"48883",0.73
"48884",0.73
"48885",1.04
"48886",0.7
"48887",0.7
"48888",0.7
"48889",0.71
"48890",0.71
"48891",0.57
"48892",0.57
"48893",0.57
"48894",0.57
"48895",0.54
"48896",0.56
"48897",0.52
"48898",0.71
"48899",0.63
"48900",0.68
"48901",0.59
"48902",0.54
"48903",0.51
"48904",0.51
"48905",0.5
"48906",0.51
"48907",0.62
"48908",0.54
"48909",0.54
"48910",0.54
"48911",0.54
"48912",0.54
"48913",0.61
"48914",0.58
"48915",0.58
"48916",0.63
"48917",0.54
"48918",0.54
"48919",0.54
"48920",0.7
"48921",0.7
"48922",0.7
"48923",0.7
"48924",0.7
"48925",0.7
"48926",0.7
"48927",0.74
"48928",0.55
"48929",0.74
"48930",0.74
"48931",0.74
"48932",0.53
"48933",0.7
"48934",0.57
"48935",0.57
"48936",0.72
"48937",0.72
"48938",0.7
"48939",0.53
"48940",0.52
"48941",0.52
"48942",0.69
"48943",0.71
"48944",0.8
"48945",0.58
"48946",0.53
"48947",0.58
"48948",0.98
"48949",0.71
"48950",0.7
"48951",0.57
"48952",0.57
"48953",0.72
"48954",0.7
"48955",0.7
"48956",0.7
"48957",0.7
"48958",0.7
"48959",0.79
"48960",0.61
"48961",0.36
"48962",0.36
"48963",0.34
"48964",0.34
"48965",0.36
"48966",0.34
"48967",0.34
"48968",0.34
"48969",0.34
"48970",0.34
"48971",0.36
"48972",0.34
"48973",0.36
"48974",0.34
"48975",0.34
"48976",0.34
"48977",0.36
"48978",0.36
"48979",0.36
"48980",0.34
"48981",0.34
"48982",0.34
"48983",0.24
"48984",0.24
"48985",0.38
"48986",0.23
"48987",0.36
"48988",0.36
"48989",0.36
"48990",0.36
"48991",0.72
"48992",0.72
"48993",0.7
"48994",0.7
"48995",0.7
"48996",0.91
"48997",0.71
"48998",0.59
"48999",0.71
"49000",0.72
"49001",0.73
"49002",0.67
"49003",0.67
"49004",0.74
"49005",0.51
"49006",0.53
"49007",0.53
"49008",0.53
"49009",0.53
"49010",0.7
"49011",0.57
"49012",0.71
"49013",0.62
"49014",0.5
"49015",0.5
"49016",0.5
"49017",0.5
"49018",0.5
"49019",0.5
"49020",0.5
"49021",0.71
"49022",0.5
"49023",0.57
"49024",0.57
"49025",0.57
"49026",0.76
"49027",0.59
"49028",0.56
"49029",0.61
"49030",0.51
"49031",0.77
"49032",0.51
"49033",0.73
"49034",0.55
"49035",0.7
"49036",0.62
"49037",0.71
"49038",0.52
"49039",0.56
"49040",0.66
"49041",0.71
"49042",0.5
"49043",0.51
"49044",0.7
"49045",0.7
"49046",0.71
"49047",0.51
"49048",0.7
"49049",0.72
"49050",0.51
"49051",0.7
"49052",0.51
"49053",0.73
"49054",0.7
"49055",0.61
"49056",0.59
"49057",0.56
"49058",0.69
"49059",0.7
"49060",0.7
"49061",0.7
"49062",0.72
"49063",0.72
"49064",0.7
"49065",0.7
"49066",0.56
"49067",0.7
"49068",0.74
"49069",1
"49070",0.73
"49071",0.57
"49072",0.53
"49073",0.48
"49074",0.7
"49075",0.64
"49076",0.64
"49077",0.54
"49078",0.71
"49079",0.74
"49080",0.51
"49081",0.57
"49082",0.71
"49083",0.7
"49084",0.6
"49085",0.6
"49086",0.6
"49087",0.57
"49088",0.56
"49089",0.53
"49090",0.51
"49091",0.71
"49092",0.7
"49093",0.72
"49094",0.62
"49095",0.51
"49096",0.71
"49097",0.52
"49098",0.51
